DATE;DESCRIPTION;VALUE
14/06/2017;PURCHASE CARD 1234XXXXXXXX5678 EDUCATION;-325.53
14/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-51.07
14/06/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-28.50
15/06/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-9.60
15/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-13.82
15/06/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-8.21
15/06/2017;TRANSFER;6,800.00
16/06/2017;PURCHASE CARD 1234XXXXXXXX5678 12.06 HIGHWAY COMPANY;-3.35
16/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-12.32
16/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-7.80
16/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-30.55
19/06/2017;ATM 1234XXXXXXXX5678 01.02;-50.00
19/06/2017;PURCHASE CARD 1234XXXXXXXX5678 03.07 CLOTHES COMPANY;-10.48
19/06/2017;PURCHASE CARD 1234XXXXXXXX5678 03.07 CLOTHES COMPANY;-79.66
19/06/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-7.99
19/06/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-213.00
19/06/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-25.99
19/06/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-30.98
19/06/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
19/06/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-58.03
19/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-7.50
19/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-10.03
19/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-56.36
19/06/2017;PURCHASE CARD 1234XXXXXXXX5678 PIMKIE ;-16.19
20/06/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-37.39
20/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-28.80
21/06/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
21/06/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
21/06/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
21/06/2017;PURCHASE CARD 1234XXXXXXXX5678 HEALTH;-34.00
21/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-8.50
21/06/2017;TRANSFER;-3,337.00
22/06/2017;PURCHASE CARD 1234XXXXXXXX5678 20.06 HIGHWAY COMPANY;-3.35
22/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-34.65
22/06/2017;SCHOOL CANTEEN;-58.10
22/06/2017;SCHOOL CANTEEN;-58.10
23/06/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
23/06/2017;INCOME;500.00
23/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-26.14
23/06/2017;PURCHASE CARD 1234XXXXXXXX5678 TAXES;-69.65
23/06/2017;TRANSFER;-500.00
23/06/2017;TRANSFER;70.00
26/06/2017;ATM 1234XXXXXXXX5678 01.02;-70.00
26/06/2017;PURCHASE CARD 1234XXXXXXXX5678 0080-MARKET MARIN;-13.50
26/06/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
26/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-18.22
26/06/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-64.70
26/06/2017;PURCHASE CARD 1234XXXXXXXX5678 TOY SHOP;-8.50
27/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-64.44
27/06/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-26.80
28/06/2017;ATM 1234XXXXXXXX5678 01.02;-50.00
28/06/2017;PURCHASE CARD 1234XXXXXXXX5678 PIMKIE ;-11.69
28/06/2017;TRANSFER;2,600.00
29/06/2017;DEBIT PAYMENTS FINANCIAL AGENT;-27.83
29/06/2017;ELECTRIC COMPANY ;-42.23
29/06/2017;PURCHASE CARD 1234XXXXXXXX5678 11.11 HIGHWAY COMPANY;-1.50
29/06/2017;PURCHASE CARD 1234XXXXXXXX5678 ALE-HOP;-14.00
29/06/2017;PURCHASE CARD 1234XXXXXXXX5678 BlaBlaCar;-8.50
29/06/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
29/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-10.62
29/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-11.15
29/06/2017;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-26.99
30/06/2017;ATM 1234XXXXXXXX5678 01.02;-70.00
30/06/2017;INSURANCE;-267.03
30/06/2017;PURCHASE CARD 1234XXXXXXXX5678 BlaBlaCar;-9.50
30/06/2017;PURCHASE CARD 1234XXXXXXXX5678 BlaBlaCar;-9.50
30/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MANGO ;-12.99
30/06/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-9.67
30/06/2017;PURCHASE CARD 1234XXXXXXXX5678 NETFLIX;-7.99
30/06/2017;TAXES;-3,463.84
03/07/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
03/07/2017;DEBIT PAYMENTS INSURANCE COMPANY;-17.00
03/07/2017;DEBIT PAYMENTS INSURANCE COMPANY;-35.27
03/07/2017;PAYROLL;106.25
03/07/2017;PURCHASE CARD 1234XXXXXXXX5678 0080-MARKET MARIN;-11.53
03/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-7.61
03/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-66.10
03/07/2017;REFUND 1234XXXXXXXX5678 29.06 BlaBlaCar;8.50
03/07/2017;TRANSFER;-106.00
04/07/2017;ATM 1234XXXXXXXX5678 01.02;-50.00
04/07/2017;PURCHASE CARD 1234XXXXXXXX5678 03.07 CLOTHES COMPANY;-29.99
04/07/2017;PURCHASE CARD 1234XXXXXXXX5678 03.07 CLOTHES COMPANY;-8.99
04/07/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
04/07/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
04/07/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-25.86
04/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-7.06
04/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-9.17
05/07/2017;ATM 1234XXXXXXXX5678 01.02;-50.00
05/07/2017;HOME LOAN;-19.27
05/07/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
06/07/2017;INSURANCE;-9.97
06/07/2017;INTEREST SETTLEMENT;1.13
06/07/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
06/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-29.09
07/07/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
07/07/2017;ELECTRIC COMPANY ;-33.88
07/07/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-9.66
10/07/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
10/07/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-12.99
10/07/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
10/07/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-26.36
10/07/2017;PURCHASE CARD 1234XXXXXXXX5678 HBO;-1.00
10/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-43.40
10/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-47.43
10/07/2017;PURCHASE CARD 1234XXXXXXXX5678 PIMKIE ;-15.59
10/07/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-18.30
10/07/2017;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-133.00
11/07/2017;ATM 1234XXXXXXXX5678 01.02;-50.00
11/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-13.22
11/07/2017;PURCHASE CARD 1234XXXXXXXX5678 SCRAPY;-96.33
12/07/2017;PHONE COMPANY;-83.96
12/07/2017;PURCHASE CARD 1234XXXXXXXX5678 09.07 INTERNET HOSTING COMPANY;-24.19
12/07/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-64.95
12/07/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-17.98
12/07/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-15.99
12/07/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-11.99
12/07/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-9.99
12/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-16.06
13/07/2017;COMMUNITY OF OWNERS;-47.77
13/07/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-11.98
13/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-8.36
13/07/2017;PURCHASE CARD 1234XXXXXXXX5678 PIMKIE ;-10.39
13/07/2017;TRANSFER;-4,630.00
13/07/2017;TRANSFER;4,632.20
14/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-10.10
14/07/2017;PURCHASE CARD 1234XXXXXXXX5678 PIMKIE ;-10.39
17/07/2017;CANCEL PURCHASE CARD 1234XXXXXXXX5678 07.07 HBO;1.00
17/07/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-55.84
17/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-56.52
17/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-21.01
18/07/2017;PURCHASE CARD 1234XXXXXXXX5678 03.07 CLOTHES COMPANY;-38.96
18/07/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-34.51
19/07/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.90
20/07/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-18.99
20/07/2017;TAXES;-2,487.33
20/07/2017;TRANSFER;2,500.00
21/07/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.00
21/07/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
21/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-91.65
21/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-16.83
24/07/2017;ATM 1234XXXXXXXX5678 01.02;-100.00
24/07/2017;COMMISSIONS;-1.85
24/07/2017;ELECTRIC COMPANY ;-70.10
24/07/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-32.71
24/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-28.01
24/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-10.07
24/07/2017;TRANSFER;100.00
25/07/2017;ATM 1234XXXXXXXX5678 01.02;-50.00
25/07/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-28.90
25/07/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
25/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-35.96
26/07/2017;HIDRAQUA ;-75.25
26/07/2017;DEBIT PAYMENTS WATER COMPANY;-60.33
26/07/2017;ELECTRIC COMPANY ;-15.14
26/07/2017;REFUND 1234XXXXXXXX5678 24.07 MARKET JOGESHWAR ;15.00
26/07/2017;TRANSFER;150.00
27/07/2017;DEBIT PAYMENTS FINANCIAL AGENT;-27.83
27/07/2017;PURCHASE CARD 1234XXXXXXXX5678 22.07 HIGHWAY COMPANY;-13.50
27/07/2017;PURCHASE CARD 1234XXXXXXXX5678 23.07 HIGHWAY COMPANY;-13.50
27/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-19.33
28/07/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-15.44
28/07/2017;PURCHASE CARD 1234XXXXXXXX5678 COMPUTER SHOP;-21.13
28/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-14.27
28/07/2017;TRANSFER;20.00
28/07/2017;TRANSFER;20.00
28/07/2017;TRANSFER;2,500.00
31/07/2017;ATM 1234XXXXXXXX5678 01.02;-130.00
31/07/2017;INSURANCE;-275.02
31/07/2017;PAYROLL;765.00
31/07/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-5.90
31/07/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
31/07/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-34.38
31/07/2017;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-5.65
31/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-6.10
31/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-12.73
31/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-7.86
31/07/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-14.94
31/07/2017;PURCHASE CARD 1234XXXXXXXX5678 NETFLIX;-7.99
31/07/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-35.50
31/07/2017;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-25.00
31/07/2017;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-24.96
31/07/2017;PURCHASE CARD 1234XXXXXXXX5678 TIGER STORE ;-3.00
31/07/2017;TRANSFER;-765.00
31/07/2017;TRANSFER;20.00
01/08/2017;DEBIT PAYMENTS INSURANCE COMPANY;-35.27
01/08/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-15.37
01/08/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-27.98
01/08/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-108.95
01/08/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-59.54
01/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-15.00
01/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-14.49
01/08/2017;TRANSFER;50.00
02/08/2017;PURCHASE CARD 1234XXXXXXXX5678 ALDI;-7.62
02/08/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-31.27
02/08/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-272.86
02/08/2017;PURCHASE CARD 1234XXXXXXXX5678 DECATHLON ;-68.00
02/08/2017;TRANSFER;272.00
03/08/2017;PURCHASE CARD 1234XXXXXXXX5678 DECATHLON ;-64.97
03/08/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-11.30
03/08/2017;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-99.00
03/08/2017;PURCHASE CARD 1234XXXXXXXX5678 PARKING;-1.80
03/08/2017;PURCHASE CARD 1234XXXXXXXX5678 PRIMARK;-46.00
03/08/2017;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-16.09
03/08/2017;PURCHASE CARD 1234XXXXXXXX5678 SIMYO;-1.00
03/08/2017;PURCHASE CARD 1234XXXXXXXX5678 SIMYO;-1.00
03/08/2017;PURCHASE CARD 1234XXXXXXXX5678 VORWERK;-2.80
03/08/2017;REFUND TAR.1234XXXXXXXX5678 03.08 DECATHLON;14.99
04/08/2017;ELECTRIC COMPANY ;-34.50
04/08/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-24.67
04/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-51.60
04/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-8.56
04/08/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-21.95
04/08/2017;TRANSFER;100.00
07/08/2017;HOME LOAN;-19.27
07/08/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-36.99
07/08/2017;PURCHASE CARD 1234XXXXXXXX5678 LEFTIES;-24.00
07/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-8.35
07/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-70.50
07/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-4.66
07/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-6.25
07/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-14.44
07/08/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-20.00
07/08/2017;PURCHASE CARD 1234XXXXXXXX5678 TOY SHOP;-28.40
07/08/2017;REFUND TAR.1234XXXXXXXX5678 05.08 LEFTIES;3.00
08/08/2017;INSURANCE;-9.97
08/08/2017;INTEREST SETTLEMENT;1.64
08/08/2017;PURCHASE CARD 1234XXXXXXXX5678 HBO;-7.99
08/08/2017;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-13.95
08/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-71.88
08/08/2017;REFUND 1234XXXXXXXX5678 04.08 MARKET JOGESHWAR ;15.00
09/08/2017;PURCHASE CARD 1234XXXXXXXX5678 03.07 CLOTHES COMPANY;-22.85
09/08/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
09/08/2017;PURCHASE CARD 1234XXXXXXXX5678 INTERNET HOSTING COMPANY;-24.19
09/08/2017;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-63.40
09/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-29.61
09/08/2017;REFUND TAR.1234XXXXXXXX5678 03.08 DECATHLON;29.99
10/08/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-33.98
10/08/2017;PURCHASE CARD 1234XXXXXXXX5678 DECATHLON ;-29.99
10/08/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-11.90
10/08/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-20.30
11/08/2017;PHONE COMPANY;-105.85
11/08/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-9.85
11/08/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-1.09
11/08/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;29.99
11/08/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.70
11/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-25.17
14/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-18.80
14/08/2017;PURCHASE CARD 1234XXXXXXXX5678 TOY SHOP;-10.50
16/08/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-7.66
16/08/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-1.00
16/08/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.90
16/08/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-42.14
16/08/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-53.56
16/08/2017;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-25.01
16/08/2017;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-45.86
16/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-9.24
16/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-28.89
16/08/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-6.10
16/08/2017;REFUND TAR.1234XXXXXXXX5678 15.08 LEROY MERLIN ;13.95
17/08/2017;CANCEL PURCHASE CARD 1234XXXXXXXX5678 11.09 AMAZON;1.00
17/08/2017;COMMUNITY OF OWNERS;-47.77
17/08/2017;PURCHASE CARD 1234XXXXXXXX5678 12.08 HIGHWAY COMPANY;-1.70
17/08/2017;PURCHASE CARD 1234XXXXXXXX5678 13.08 HIGHWAY COMPANY;-1.70
17/08/2017;PURCHASE CARD 1234XXXXXXXX5678 TOY SHOP;-4.96
17/08/2017;PURCHASE CARD 1234XXXXXXXX5678 TOY SHOP;-13.16
17/08/2017;REFUND TAR.1234XXXXXXXX5678 16.08 LEROY MERLIN ;27.90
18/08/2017;ATM 1234XXXXXXXX5678 01.02;-100.00
18/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-5.97
18/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-30.70
18/08/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT;-27.80
18/08/2017;PURCHASE CARD 1234XXXXXXXX5678 SOLA MOVIL;-114.48
18/08/2017;TRANSFER;-4,876.00
18/08/2017;TRANSFER;4,876.00
21/08/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-8.00
21/08/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-35.80
21/08/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-45.39
21/08/2017;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-10.54
21/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-39.94
21/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-17.51
21/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-12.04
21/08/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-15.90
21/08/2017;TRANSFER;1,000.00
21/08/2017;TRANSFER;3,000.00
22/08/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
22/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-11.41
24/08/2017;ATM 1234XXXXXXXX5678 01.02;-500.00
24/08/2017;PURCHASE CARD 1234XXXXXXXX5678 COMPUTER SHOP;-19.99
24/08/2017;PURCHASE CARD 1234XXXXXXXX5678 COMPUTER SHOP;-18.75
24/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-5.95
24/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-15.16
25/08/2017;ELECTRIC COMPANY ;-93.74
25/08/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-85.20
28/08/2017;DEBIT PAYMENTS FINANCIAL AGENT;-27.83
28/08/2017;PAYROLL;297.50
28/08/2017;PURCHASE CARD 1234XXXXXXXX5678 16.03 PARKING COMPANY;-0.70
28/08/2017;PURCHASE CARD 1234XXXXXXXX5678 16.03 PARKING COMPANY;-0.70
28/08/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-47.86
28/08/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-29.33
28/08/2017;PURCHASE CARD 1234XXXXXXXX5678 LEGOLAND;-57.94
28/08/2017;PURCHASE CARD 1234XXXXXXXX5678 LEGOLAND;-79.92
28/08/2017;PURCHASE CARD 1234XXXXXXXX5678 LEGOLAND;-18.65
28/08/2017;PURCHASE CARD 1234XXXXXXXX5678 LEGOLAND;-12.49
28/08/2017;PURCHASE CARD 1234XXXXXXXX5678 LEGOLAND;-6.70
28/08/2017;PURCHASE CARD 1234XXXXXXXX5678 LEGOLAND;-10.00
28/08/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-4.48
28/08/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-8.98
28/08/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-11.68
28/08/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-28.75
29/08/2017;PURCHASE CARD 1234XXXXXXXX5678 26.08 HOLIDAY INN;-12.00
29/08/2017;PURCHASE CARD 1234XXXXXXXX5678 26.08 HOLIDAY INN;-79.00
29/08/2017;PURCHASE CARD 1234XXXXXXXX5678 HOTEL;-154.00
29/08/2017;PURCHASE CARD 1234XXXXXXXX5678 HOTEL;-100.50
29/08/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-58.10
30/08/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-3.10
30/08/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-45.31
30/08/2017;PURCHASE CARD 1234XXXXXXXX5678 HOTEL;-20.62
30/08/2017;PURCHASE CARD 1234XXXXXXXX5678 NETFLIX;-7.99
30/08/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT;-8.90
30/08/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT;-18.00
30/08/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-38.70
31/08/2017;INSURANCE;-275.02
31/08/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-38.80
31/08/2017;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-1.45
31/08/2017;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-16.24
31/08/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-28.54
31/08/2017;PURCHASE CARD 1234XXXXXXXX5678 PARKING;-3.00
31/08/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-0.53
31/08/2017;PURCHASE CARD 1234XXXXXXXX5678 SOLA MOVIL;-44.27
01/09/2017;DEBIT PAYMENTS INSURANCE COMPANY;-35.27
01/09/2017;PURCHASE CARD 1234XXXXXXXX5678 0080-MARKET MARIN;-8.54
04/09/2017;PURCHASE CARD 1234XXXXXXXX5678 31.08 HIGHWAY COMPANY;-3.35
04/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-34.26
04/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-28.03
04/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-33.84
05/09/2017;ELECTRIC COMPANY ;-33.15
05/09/2017;HOME LOAN;-19.27
05/09/2017;PURCHASE CARD 1234XXXXXXXX5678 03.07 CLOTHES COMPANY;-9.09
05/09/2017;PURCHASE CARD 1234XXXXXXXX5678 TOY SHOP;-29.94
05/09/2017;PURCHASE CARD 1234XXXXXXXX5678 TOY SHOP;-31.99
06/09/2017;INSURANCE;-9.97
06/09/2017;INTEREST SETTLEMENT;1.90
06/09/2017;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-9.39
06/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-11.39
06/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-6.65
08/09/2017;ATM 1234XXXXXXXX5678 01.02;-50.00
08/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-41.45
08/09/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-13.92
08/09/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT;-25.00
11/09/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
11/09/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-28.81
